contigName	contigLen	totalAvgDepth	sample_small.sorted	sample_small.sorted-var
NODE_380_length_4848_cov_9.070728	4848	15.0345	15.0345	25.4193
NODE_381_length_4826_cov_14.627122	4826	23.9027	23.9027	32.0904
NODE_382_length_4813_cov_12.058008	4813	18.0165	18.0165	26.5173
NODE_383_length_4804_cov_10.555696	4804	16.8184	16.8184	23.052
NODE_384_length_4783_cov_10.995347	4783	17.8895	17.8895	19.2499
NODE_385_length_4776_cov_6.014616	4776	10.1105	10.1105	10.9822
NODE_386_length_4715_cov_11.622532	4715	19.1314	19.1314	20.7445
NODE_387_length_4714_cov_11.303499	4714	18.899	18.899	50.0868
NODE_388_length_4648_cov_4.646201	4648	7.88684	7.88684	12.0656
NODE_389_length_4603_cov_11.914028	4603	19.4799	19.4799	29.6995
NODE_390_length_4599_cov_18.105854	4599	25.7892	25.7892	58.7143
NODE_391_length_4583_cov_7.431979	4583	12.7584	12.7584	15.8399
NODE_392_length_4572_cov_17.318353	4572	23.282	23.282	53.4191
NODE_393_length_4561_cov_6.875943	4561	11.5999	11.5999	22.2395
NODE_394_length_4540_cov_57.061538	4540	65.1426	65.1426	4118.22
NODE_395_length_4498_cov_12.135044	4498	19.8717	19.8717	22.4046
NODE_396_length_4493_cov_13.210455	4493	21.8614	21.8614	43.0249
NODE_397_length_4490_cov_5.356483	4490	9.04977	9.04977	7.93502
NODE_398_length_4488_cov_51.027070	4488	58.5816	58.5816	1226.11
NODE_399_length_4407_cov_10.337316	4407	16.727	16.727	39.8205
NODE_400_length_4400_cov_16.593786	4400	26.7687	26.7687	51.4324
NODE_401_length_4394_cov_10.978566	4394	17.188	17.188	25.4796
NODE_402_length_4386_cov_11.347264	4386	18.6355	18.6355	16.2223
NODE_403_length_4367_cov_9.429731	4367	15.483	15.483	17.737
NODE_404_length_4362_cov_4.677502	4362	7.87441	7.87441	10.6393
NODE_405_length_4356_cov_32.027435	4356	37.8357	37.8357	219.277
NODE_406_length_4295_cov_5.528538	4295	9.27672	9.27672	18.0116
NODE_407_length_4279_cov_2.347064	4279	3.87987	3.87987	3.1693
NODE_408_length_4267_cov_18.846391	4267	21.7814	21.7814	43.1319
NODE_409_length_4252_cov_8.955683	4252	14.6904	14.6904	13.2677
NODE_410_length_4250_cov_11.299404	4250	18.6415	18.6415	19.6015
NODE_411_length_4174_cov_4.479971	4174	7.66501	7.66501	11.7372
NODE_412_length_4171_cov_2.728620	4171	4.63342	4.63342	3.94819
NODE_413_length_4151_cov_7.795166	4151	13.1015	13.1015	22.5703
NODE_414_length_4150_cov_6.978999	4150	11.6248	11.6248	16.6892
NODE_415_length_4136_cov_15.444254	4136	25.6693	25.6693	46.4984
NODE_416_length_4136_cov_2.829209	4136	4.74009	4.74009	6.83127
NODE_417_length_4130_cov_13.124663	4130	21.4312	21.4312	17.5798
NODE_418_length_4129_cov_10.597938	4129	17.4778	17.4778	30.7986
NODE_419_length_4117_cov_6.421713	4117	11.088	11.088	12.3527
NODE_420_length_4111_cov_73.192308	4111	120.448	120.448	1397
NODE_421_length_4084_cov_24.141971	4084	34.7692	34.7692	47.5449
NODE_422_length_4050_cov_5.200751	4050	8.76462	8.76462	9.54984
NODE_423_length_4045_cov_13.373684	4045	19.8891	19.8891	25.4988
NODE_424_length_4045_cov_5.987469	4045	10.0488	10.0488	16.0277
NODE_425_length_4040_cov_11.909912	4040	19.819	19.819	92.4089
NODE_426_length_4027_cov_10.351712	4027	16.9585	16.9585	20.4939
NODE_427_length_4023_cov_20.454133	4023	32.5239	32.5239	126.71
NODE_428_length_4000_cov_7.312041	4000	12.2766	12.2766	16.8808
NODE_429_length_3989_cov_5.675902	3989	8.97604	8.97604	11.0536
NODE_430_length_3961_cov_12.717614	3961	16.6618	16.6618	41.132
NODE_431_length_3939_cov_5.474253	3939	9.32119	9.32119	13.0961
NODE_432_length_3921_cov_10.687274	3921	17.3768	17.3768	34.372
NODE_433_length_3915_cov_13.298187	3915	11.843	11.843	13.3646
NODE_434_length_3894_cov_6.662933	3894	10.9249	10.9249	16.513
NODE_435_length_3870_cov_5.326868	3870	9.61022	9.61022	8.18633
NODE_436_length_3865_cov_16.511024	3865	15.8463	15.8463	24.8102
NODE_437_length_3858_cov_18.112806	3858	29.4355	29.4355	93.618
NODE_438_length_3837_cov_9.059228	3837	14.7543	14.7543	23.1175
NODE_439_length_3785_cov_15.214745	3785	24.0061	24.0061	31.389
NODE_440_length_3781_cov_10.130703	3781	16.3509	16.3509	21.4427
NODE_441_length_3780_cov_8.267651	3780	13.924	13.924	20.3619
NODE_442_length_3752_cov_12.046795	3752	19.9942	19.9942	51.6194
NODE_443_length_3747_cov_32.544691	3747	54.2594	54.2594	68.8689
NODE_444_length_3747_cov_15.094800	3747	25.035	25.035	38.569
NODE_445_length_3746_cov_14.424546	3746	24.0195	24.0195	34.4667
NODE_446_length_3739_cov_12.181596	3739	19.8462	19.8462	21.5121
NODE_447_length_3727_cov_6.917756	3727	12.2161	12.2161	22.1355
NODE_448_length_3725_cov_13.556131	3725	22.0137	22.0137	20.7667
NODE_449_length_3687_cov_4.718337	3687	8.18179	8.18179	9.8105
NODE_450_length_3672_cov_5.180260	3672	8.63685	8.63685	7.38157
NODE_451_length_3670_cov_10.495436	3670	16.8366	16.8366	18.5521
NODE_452_length_3610_cov_15.976371	3610	26.626	26.626	49.008
NODE_453_length_3583_cov_10.976190	3583	18.3114	18.3114	37.7256
NODE_454_length_3567_cov_11.071754	3567	18.2444	18.2444	65.1892
NODE_455_length_3558_cov_4.475021	3558	7.14319	7.14319	10.2154
NODE_456_length_3552_cov_15.963397	3552	24.5729	24.5729	64.4751
NODE_457_length_3530_cov_12.468489	3530	20.4547	20.4547	34.3706
NODE_458_length_3521_cov_5.394114	3521	9.07743	9.07743	9.70055
NODE_459_length_3511_cov_6.234086	3511	10.701	10.701	20.5597
NODE_460_length_3501_cov_9.200522	3501	14.9299	14.9299	46.2208
NODE_461_length_3444_cov_17.478312	3444	27.3379	27.3379	46.7338
NODE_462_length_3433_cov_5.865897	3433	9.89857	9.89857	6.32094
NODE_463_length_3429_cov_4.000000	3429	7.00457	7.00457	10.0125
NODE_464_length_3428_cov_10.832197	3428	18.1733	18.1733	19.8712
NODE_465_length_3424_cov_14.835560	3424	24.6362	24.6362	47.8337
NODE_466_length_3402_cov_6.401852	3402	10.7841	10.7841	18.0266
NODE_467_length_3400_cov_6.480419	3400	11.0982	11.0982	12.6602
NODE_468_length_3363_cov_4.432890	3363	7.22627	7.22627	8.086
NODE_469_length_3336_cov_11.207863	3336	18.5179	18.5179	25.723
NODE_470_length_3318_cov_2.456635	3318	4.17109	4.17109	3.43453
NODE_471_length_3315_cov_2.743865	3315	4.80727	4.80727	4.80673
NODE_472_length_3284_cov_14.635491	3284	24.1803	24.1803	24.9695
NODE_473_length_3265_cov_12.906231	3265	21.0886	21.0886	33.5045
NODE_474_length_3258_cov_8.379020	3258	13.8073	13.8073	14.0656
NODE_475_length_3250_cov_13.192175	3250	21.851	21.851	56.469
NODE_476_length_3244_cov_43.323299	3244	70.7153	70.7153	156.087
NODE_477_length_3231_cov_5.621851	3231	9.51639	9.51639	14.166
NODE_478_length_3191_cov_5.344707	3191	9.1802	9.1802	19.052
NODE_479_length_3190_cov_21.134928	3190	35.1273	35.1273	55.2485
NODE_480_length_3179_cov_13.478873	3179	22.238	22.238	23.4338
NODE_481_length_3164_cov_13.717916	3164	22.9545	22.9545	42.6747
NODE_482_length_3162_cov_26.977470	3162	40.7417	40.7417	283.841
NODE_483_length_3125_cov_3.599674	3125	6.20034	6.20034	8.7655
NODE_484_length_3104_cov_3.408331	3104	6.0044	6.0044	13.3551
NODE_485_length_3102_cov_17.792255	3102	18.3123	18.3123	26.0293
NODE_486_length_3101_cov_2.988181	3101	5.11217	5.11217	6.45825
NODE_487_length_3034_cov_2.019805	3034	3.31068	3.31068	2.92183
NODE_488_length_3024_cov_6.436511	3024	10.6948	10.6948	18.5184
NODE_489_length_3002_cov_1.856125	3002	3.1413	3.1413	2.08281
NODE_490_length_2993_cov_4.892103	2993	8.22336	8.22336	11.9659
NODE_491_length_2992_cov_19.318693	2992	31.5183	31.5183	120.899
NODE_492_length_2961_cov_2.815898	2961	4.7154	4.7154	3.62647
NODE_493_length_2940_cov_13.572964	2940	22.5211	22.5211	30.7788
NODE_494_length_2928_cov_5.294814	2928	8.93269	8.93269	17.0048
NODE_495_length_2911_cov_13.192227	2911	21.4267	21.4267	25.1678
NODE_496_length_2902_cov_61.949420	2902	102.621	102.621	118.558
NODE_497_length_2899_cov_12.351266	2899	19.3183	19.3183	34.4128
NODE_498_length_2888_cov_2.635016	2888	4.39664	4.39664	4.29931
NODE_499_length_2875_cov_35.639007	2875	57.4624	57.4624	417.227
NODE_500_length_2874_cov_8.152536	2874	13.8036	13.8036	14.8469
NODE_501_length_2862_cov_5.138582	2862	8.99668	8.99668	11.979
NODE_502_length_2850_cov_2.216458	2850	3.80407	3.80407	2.29544
NODE_503_length_2809_cov_2.091866	2809	3.53404	3.53404	3.38513
NODE_504_length_2791_cov_6.788012	2791	11.1253	11.1253	12.2278
NODE_505_length_2784_cov_1.948333	2784	3.17692	3.17692	1.6193
NODE_506_length_2763_cov_2.305022	2763	3.99426	3.99426	2.47738
NODE_507_length_2756_cov_6.248797	2756	8.81888	8.81888	75.5448
NODE_508_length_2746_cov_17.685247	2746	29.3841	29.3841	144.957
NODE_509_length_2727_cov_2.627994	2727	4.41017	4.41017	3.28787
NODE_510_length_2725_cov_17.337828	2725	28.019	28.019	36.5193
NODE_511_length_2724_cov_10.218434	2724	13.7335	13.7335	14.4809
NODE_512_length_2717_cov_2.893313	2717	4.79042	4.79042	4.52347
NODE_513_length_2709_cov_5.915222	2709	9.7753	9.7753	23.8783
NODE_514_length_2678_cov_14.214640	2678	23.4521	23.4521	37.009
NODE_515_length_2675_cov_12.625191	2675	20.2265	20.2265	14.7867
NODE_516_length_2668_cov_2.764638	2668	4.70731	4.70731	6.00689
NODE_517_length_2667_cov_3.111409	2667	5.54152	5.54152	9.98376
NODE_518_length_2658_cov_4.299270	2658	7.39075	7.39075	12.6538
NODE_519_length_2657_cov_17.198309	2657	28.4053	28.4053	21.7689
NODE_520_length_2656_cov_5.140331	2656	8.65842	8.65842	12.0078
NODE_521_length_2648_cov_12.841882	2648	21.5973	21.5973	28.9206
NODE_522_length_2628_cov_5.951807	2628	10.226	10.226	11.5524
NODE_523_length_2626_cov_2.763516	2626	4.59935	4.59935	4.3025
NODE_524_length_2618_cov_6.194304	2618	10.4765	10.4765	8.4369
NODE_525_length_2614_cov_2.282141	2614	3.98539	3.98539	2.63638
NODE_526_length_2599_cov_11.171384	2599	18.6705	18.6705	24.2783
NODE_527_length_2580_cov_12.983366	2580	21.1617	21.1617	23.1558
NODE_528_length_2570_cov_3.465606	2570	5.93884	5.93884	6.23771
NODE_529_length_2557_cov_8.064748	2557	13.5405	13.5405	11.8636
NODE_530_length_2547_cov_11.894864	2547	19.3546	19.3546	24.6798
NODE_531_length_2502_cov_2.234164	2502	3.82568	3.82568	2.33792
NODE_532_length_2497_cov_15.990991	2497	25.7422	25.7422	22.4233
NODE_533_length_2478_cov_12.605448	2478	20.5524	20.5524	22.2362
NODE_534_length_2472_cov_18.107571	2472	29.5043	29.5043	44.219
NODE_535_length_2472_cov_11.059992	2472	18.2291	18.2291	20.8454
NODE_536_length_2471_cov_7.994619	2471	13.6053	13.6053	11.6993
NODE_537_length_2450_cov_3.139875	2450	5.53522	5.53522	7.49198
NODE_538_length_2447_cov_13.457358	2447	22.209	22.209	34.4798
NODE_539_length_2442_cov_27.934646	2442	41.3032	41.3032	195.607
NODE_540_length_2429_cov_22.094356	2429	25.6727	25.6727	31.7919
NODE_541_length_2422_cov_22.454161	2422	36.2223	36.2223	59.699
NODE_542_length_2415_cov_20.259746	2415	18.1956	18.1956	16.5116
NODE_543_length_2411_cov_4.887521	2411	8.93056	8.93056	11.7796
NODE_544_length_2410_cov_2.275584	2410	3.80044	3.80044	3.2426
NODE_545_length_2397_cov_2.685739	2397	4.6364	4.6364	3.72746
NODE_546_length_2389_cov_1.934019	2389	3.20992	3.20992	1.77358
NODE_547_length_2379_cov_17.070138	2379	26.55	26.55	45.1956
NODE_548_length_2374_cov_21.134541	2374	34.3674	34.3674	26.9191
NODE_549_length_2372_cov_3.055244	2372	5.22007	5.22007	4.04654
NODE_550_length_2344_cov_8.614679	2344	13.9891	13.9891	16.8599
NODE_551_length_2328_cov_13.258249	2328	18.0615	18.0615	21.9942
NODE_552_length_2325_cov_3.569604	2325	6.25563	6.25563	7.05052
NODE_553_length_2324_cov_13.772146	2324	22.5676	22.5676	27.8074
NODE_554_length_2320_cov_12.975276	2320	20.8327	20.8327	22.3433
NODE_555_length_2309_cov_1.969831	2309	3.41269	3.41269	2.72071
NODE_556_length_2302_cov_2.397864	2302	3.96701	3.96701	3.24342
NODE_557_length_2302_cov_2.120605	2302	3.61664	3.61664	3.60797
NODE_558_length_2291_cov_4.248658	2291	7.33816	7.33816	14.2053
NODE_559_length_2284_cov_6.768506	2284	11.1593	11.1593	17.8395
NODE_560_length_2282_cov_16.775483	2282	24.0919	24.0919	43.5862
NODE_561_length_2281_cov_5.699461	2281	10.0624	10.0624	11.5206
NODE_562_length_2280_cov_2.106517	2280	3.78404	3.78404	3.38407
NODE_563_length_2259_cov_30.113884	2259	49.9592	49.9592	69.1303
NODE_564_length_2258_cov_7.601906	2258	12.0228	12.0228	12.0536
NODE_565_length_2251_cov_12.327869	2251	20.3246	20.3246	25.9061
NODE_566_length_2239_cov_3.088828	2239	5.33126	5.33126	4.5904
NODE_567_length_2226_cov_6.842930	2226	11.7563	11.7563	19.7535
NODE_568_length_2221_cov_4.610803	2221	7.8339	7.8339	8.85934
NODE_569_length_2212_cov_10.452480	2212	16.855	16.855	23.7086
NODE_570_length_2209_cov_21.162024	2209	30.3157	30.3157	37.2414
NODE_571_length_2204_cov_10.892043	2204	17.4494	17.4494	14.234
NODE_572_length_2204_cov_9.778036	2204	9.00779	9.00779	15.4612
NODE_573_length_2191_cov_10.743914	2191	17.7834	17.7834	28.0069
NODE_574_length_2189_cov_5.589035	2189	6.34331	6.34331	7.80162
NODE_575_length_2187_cov_1.836773	2187	3.20422	3.20422	1.6469
NODE_576_length_2185_cov_2.758216	2185	4.73464	4.73464	3.54211
NODE_577_length_2178_cov_15.558643	2178	25.5611	25.5611	49.2065
NODE_578_length_2177_cov_3.251649	2177	5.25703	5.25703	5.08444
NODE_579_length_2166_cov_93.513974	2166	42.184	42.184	659.158
NODE_580_length_2155_cov_2.161429	2155	3.601	3.601	3.25287
NODE_581_length_2148_cov_2.895843	2148	5.12112	5.12112	3.78202
NODE_582_length_2145_cov_41.032536	2145	28.1183	28.1183	232.507
NODE_583_length_2137_cov_3.657541	2137	5.82889	5.82889	5.91631
NODE_584_length_2136_cov_3.831331	2136	6.63797	6.63797	7.6568
NODE_585_length_2133_cov_70.887873	2133	67.3903	67.3903	643.297
NODE_586_length_2133_cov_20.117421	2133	23.5421	23.5421	39.2756
NODE_587_length_2119_cov_2.125969	2119	3.60284	3.60284	1.41943
NODE_588_length_2113_cov_21.275996	2113	33.2685	33.2685	51.5736
NODE_589_length_2113_cov_7.591351	2113	12.6179	12.6179	15.1149
NODE_590_length_2109_cov_12.412366	2109	20.3461	20.3461	74.4606
NODE_591_length_2091_cov_9.653733	2091	16.476	16.476	26.2114
NODE_592_length_2089_cov_28.868732	2089	33.5018	33.5018	119.73
NODE_593_length_2082_cov_1.741983	2082	3.08903	3.08903	3.28882
NODE_594_length_2076_cov_8.878773	2076	9.10851	9.10851	12.7836
NODE_595_length_2073_cov_16.240337	2073	15.066	15.066	34.8223
NODE_596_length_2067_cov_12.928926	2067	21.3067	21.3067	30.8609
NODE_597_length_2067_cov_4.779324	2067	7.77204	7.77204	10.8494
NODE_598_length_2067_cov_2.057654	2067	3.482	3.482	2.94188
NODE_599_length_2065_cov_4.796517	2065	8.247	8.247	11.4609
NODE_600_length_2065_cov_2.680597	2065	4.67154	4.67154	4.40774
NODE_601_length_2055_cov_5.370000	2055	9.49501	9.49501	12.4392
NODE_602_length_2051_cov_2.420341	2051	4.01999	4.01999	4.38802
NODE_603_length_2041_cov_4.885196	2041	7.24273	7.24273	9.11621
NODE_604_length_2037_cov_2.884460	2037	5.58453	5.58453	7.54839
NODE_605_length_2035_cov_5.833333	2035	9.98037	9.98037	21.7315
NODE_606_length_2029_cov_3.005572	2029	5.45184	5.45184	9.08382
NODE_607_length_2023_cov_2.244411	2023	3.66364	3.66364	3.29707
NODE_608_length_2014_cov_17.326187	2014	28.5805	28.5805	31.3911
NODE_609_length_1994_cov_1.871068	1994	3.26844	3.26844	2.66639
NODE_610_length_1990_cov_4.977778	1990	7.77935	7.77935	18.2362
NODE_611_length_1988_cov_10.055354	1988	16.0473	16.0473	65.3801
NODE_612_length_1985_cov_2.726425	1985	5.82398	5.82398	7.23565
NODE_613_length_1983_cov_15.741701	1983	23.9444	23.9444	49.4587
NODE_614_length_1976_cov_2.343050	1976	3.91512	3.91512	2.70347
NODE_615_length_1969_cov_88.943574	1969	129.043	129.043	720.96
NODE_616_length_1964_cov_19.453641	1964	27.0662	27.0662	172.859
NODE_617_length_1959_cov_2.303046	1959	3.98839	3.98839	3.04798
NODE_618_length_1953_cov_3.269758	1953	5.33333	5.33333	5.16133
NODE_619_length_1947_cov_3.670719	1947	6.52643	6.52643	7.70831
NODE_620_length_1940_cov_1.778249	1940	2.95028	2.95028	1.60681
NODE_621_length_1929_cov_2.943970	1929	4.80045	4.80045	7.46124
NODE_622_length_1927_cov_2.167201	1927	3.59088	3.59088	2.96033
NODE_623_length_1926_cov_12.549973	1926	18.96	18.96	413.252
NODE_624_length_1926_cov_1.729022	1926	2.86092	2.86092	1.76262
NODE_625_length_1922_cov_2.240493	1922	3.74831	3.74831	5.28496
NODE_626_length_1918_cov_9.599034	1918	12.0696	12.0696	13.5226
NODE_627_length_1917_cov_3.610634	1917	6.24392	6.24392	6.86516
NODE_628_length_1914_cov_7.952663	1914	12.5187	12.5187	23.062
NODE_629_length_1913_cov_4.223897	1913	7.49915	7.49915	7.31142
NODE_630_length_1910_cov_10.171429	1910	16.5977	16.5977	18.8511
NODE_631_length_1903_cov_2.210498	1903	3.66629	3.66629	3.50558
NODE_632_length_1890_cov_3.056676	1890	5.23046	5.23046	7.74487
NODE_633_length_1889_cov_3.106325	1889	5.65957	5.65957	14.0383
NODE_634_length_1887_cov_3.738537	1887	6.4715	6.4715	7.59956
NODE_635_length_1883_cov_2.483589	1883	3.98384	3.98384	2.5032
NODE_636_length_1879_cov_16.515351	1879	27.2019	27.2019	26.9633
NODE_637_length_1877_cov_61.935785	1877	88.0405	88.0405	361.121
NODE_638_length_1877_cov_16.446762	1877	24.8906	24.8906	80.511
NODE_639_length_1874_cov_1.791644	1874	3.32019	3.32019	1.65948
NODE_640_length_1868_cov_5.260894	1868	9.55297	9.55297	18.0436
NODE_641_length_1865_cov_7.570718	1865	12.1376	12.1376	16.2227
NODE_642_length_1860_cov_2.873684	1860	4.90409	4.90409	4.42266
NODE_643_length_1860_cov_1.726870	1860	2.96491	2.96491	1.38788
NODE_644_length_1858_cov_11.471436	1858	18.9075	18.9075	19.2287
NODE_645_length_1855_cov_2.830000	1855	4.75777	4.75777	7.3163
NODE_646_length_1853_cov_93.023915	1853	98.2372	98.2372	1583.95
NODE_647_length_1850_cov_1.871866	1850	3.06529	3.06529	1.84093
NODE_648_length_1846_cov_2.056951	1846	3.68396	3.68396	3.06822
NODE_649_length_1844_cov_2.470654	1844	4.12574	4.12574	4.21856
NODE_650_length_1842_cov_117.585339	1842	106.709	106.709	383.356
NODE_651_length_1842_cov_5.071069	1842	7.27364	7.27364	11.358
NODE_652_length_1839_cov_2.821188	1839	4.87567	4.87567	3.11605
NODE_653_length_1838_cov_13.735838	1838	22.0432	22.0432	228.201
NODE_654_length_1835_cov_1.778090	1835	3.0641	3.0641	1.61468
NODE_655_length_1834_cov_26.135469	1834	40.6526	40.6526	84.8381
NODE_656_length_1827_cov_2.392212	1827	3.99702	3.99702	2.63662
NODE_657_length_1826_cov_3.045737	1826	5.02745	5.02745	6.04226
NODE_658_length_1824_cov_3.566422	1824	6.09558	6.09558	7.46606
NODE_659_length_1823_cov_13.119344	1823	17.8936	17.8936	20.558
NODE_660_length_1813_cov_2.843003	1813	4.53097	4.53097	3.2456
NODE_661_length_1808_cov_1.858528	1808	3.18034	3.18034	3.25955
NODE_662_length_1807_cov_3.392123	1807	5.82136	5.82136	5.76642
NODE_663_length_1806_cov_18.115934	1806	29.0236	29.0236	46.888
NODE_664_length_1806_cov_4.777270	1806	7.97101	7.97101	13.1266
NODE_665_length_1791_cov_2.567396	1791	4.1426	4.1426	1.69184
NODE_666_length_1787_cov_8.333718	1787	13.9847	13.9847	25.2657
NODE_667_length_1787_cov_6.636836	1787	10.8436	10.8436	13.5415
NODE_668_length_1783_cov_22.287037	1783	32.7036	32.7036	438.627
NODE_669_length_1782_cov_7.446439	1782	12.4638	12.4638	12.3443
NODE_670_length_1781_cov_14.732908	1781	24.5083	24.5083	18.5568
NODE_671_length_1775_cov_2.111628	1775	3.51754	3.51754	2.6698
NODE_672_length_1764_cov_1.973084	1764	3.32156	3.32156	2.43405
NODE_673_length_1753_cov_2.994111	1753	4.94697	4.94697	3.56214
NODE_674_length_1753_cov_2.510601	1753	4.16968	4.16968	2.04985
NODE_675_length_1752_cov_21.066588	1752	24.8464	24.8464	50.1478
NODE_676_length_1732_cov_6.192606	1732	9.95386	9.95386	13.3066
NODE_677_length_1732_cov_2.930233	1732	4.49684	4.49684	8.20076
NODE_678_length_1732_cov_2.552773	1732	4.31732	4.31732	3.09847
NODE_679_length_1727_cov_2.340909	1727	3.7286	3.7286	2.77528
NODE_680_length_1726_cov_3.069420	1726	4.96129	4.96129	4.73057
NODE_681_length_1724_cov_7.684841	1724	13.4828	13.4828	17.5595
NODE_682_length_1723_cov_1.727218	1723	2.74126	2.74126	1.43237
NODE_683_length_1721_cov_2.887755	1721	4.85869	4.85869	4.22839
NODE_684_length_1721_cov_1.824730	1721	3.04456	3.04456	1.23622
NODE_685_length_1719_cov_2.982572	1719	4.99044	4.99044	4.98651
NODE_686_length_1719_cov_2.883413	1719	4.87699	4.87699	3.22531
NODE_687_length_1707_cov_14.723971	1707	24.8542	24.8542	53.6347
NODE_688_length_1703_cov_5.765170	1703	9.86735	9.86735	8.24916
NODE_689_length_1701_cov_31.989672	1701	38.4017	38.4017	89.7992
NODE_690_length_1699_cov_5.522506	1699	9.15171	9.15171	19.3613
NODE_691_length_1699_cov_3.008516	1699	5.03422	5.03422	3.86252
NODE_692_length_1693_cov_26.981685	1693	44.7706	44.7706	21.5673
NODE_693_length_1693_cov_2.634921	1693	4.34025	4.34025	5.29597
NODE_694_length_1687_cov_10.779412	1687	17.529	17.529	30.0684
NODE_695_length_1684_cov_3.241866	1684	5.27705	5.27705	3.88209
NODE_696_length_1682_cov_26.046712	1682	19.0098	19.0098	36.8835
NODE_697_length_1681_cov_2.645141	1681	4.48269	4.48269	3.14267
NODE_698_length_1679_cov_25.343596	1679	39.4205	39.4205	55.2008
NODE_699_length_1676_cov_16.561999	1676	6.22674	6.22674	5.29806
NODE_700_length_1674_cov_39.201977	1674	63.9902	63.9902	62.5376
NODE_701_length_1672_cov_2.663575	1672	4.42838	4.42838	3.67305
NODE_702_length_1671_cov_2.184406	1671	3.67653	3.67653	2.7453
NODE_703_length_1667_cov_1.900744	1667	3.21424	3.21424	1.45342
NODE_704_length_1666_cov_3.790192	1666	6.49472	6.49472	10.1498
NODE_705_length_1664_cov_2.230578	1664	3.77939	3.77939	2.65321
NODE_706_length_1663_cov_20.472637	1663	17.4455	17.4455	9.44033
NODE_707_length_1657_cov_6.357678	1657	10.3875	10.3875	16.0077
NODE_708_length_1655_cov_2.395000	1655	4.11362	4.11362	2.60211
NODE_709_length_1652_cov_2.635567	1652	4.41811	4.41811	4.50594
NODE_710_length_1647_cov_2.351131	1647	3.96994	3.96994	3.47837
NODE_711_length_1645_cov_4.617610	1645	7.74114	7.74114	12.9456
NODE_712_length_1643_cov_2.307935	1643	3.8359	3.8359	1.94023
NODE_713_length_1642_cov_2.361689	1642	4.02279	4.02279	3.37705
NODE_714_length_1635_cov_3.562658	1635	5.98182	5.98182	7.49229
NODE_715_length_1634_cov_24.181761	1634	38.9245	38.9245	47.4238
NODE_716_length_1633_cov_1.876426	1633	3.1942	3.1942	1.70585
NODE_717_length_1627_cov_1.946565	1627	3.10968	3.10968	1.77388
NODE_718_length_1623_cov_2.495536	1623	4.0964	4.0964	4.70267
NODE_719_length_1622_cov_1.963625	1622	3.34103	3.34103	1.74765
NODE_720_length_1619_cov_1.716113	1619	3.0388	3.0388	1.26348
NODE_721_length_1614_cov_2.720334	1614	4.51093	4.51093	7.50773
NODE_722_length_1612_cov_3.063584	1612	5.13817	5.13817	5.18141
NODE_723_length_1609_cov_2.985843	1609	4.8965	4.8965	2.51809
NODE_724_length_1608_cov_15.030908	1608	24.083	24.083	30.1998
NODE_725_length_1607_cov_6.127577	1607	10.7255	10.7255	20.6072
NODE_726_length_1607_cov_2.981314	1607	5.02883	5.02883	3.11456
NODE_727_length_1605_cov_3.121290	1605	5.17045	5.17045	7.4386
NODE_728_length_1593_cov_2.429129	1593	4.08385	4.08385	5.16426
NODE_729_length_1591_cov_2.317708	1591	3.88897	3.88897	4.97934
NODE_730_length_1590_cov_3.921173	1590	6.44861	6.44861	4.6798
NODE_731_length_1587_cov_2.758486	1587	4.94642	4.94642	5.0173
NODE_732_length_1579_cov_8.005906	1579	13.1812	13.1812	17.9888
NODE_733_length_1579_cov_3.294619	1579	5.52484	5.52484	4.77195
NODE_734_length_1577_cov_2.206965	1577	3.44849	3.44849	3.6683
NODE_735_length_1575_cov_2.321053	1575	3.89684	3.89684	1.73023
NODE_736_length_1573_cov_14.934124	1573	22.8264	22.8264	25.6821
NODE_737_length_1572_cov_2.906394	1572	4.88608	4.88608	3.92368
NODE_738_length_1571_cov_10.767150	1571	17.7009	17.7009	42.1239
NODE_739_length_1570_cov_6.108251	1570	9.79437	9.79437	13.1204
NODE_740_length_1570_cov_1.834983	1570	3.24859	3.24859	0.917011
NODE_741_length_1568_cov_4.267019	1568	7.73977	7.73977	10.503
NODE_742_length_1568_cov_2.842697	1568	4.75599	4.75599	12.9764
NODE_743_length_1561_cov_15.754316	1561	21.1028	21.1028	29.6864
NODE_744_length_1561_cov_2.066401	1561	3.42665	3.42665	2.76395
NODE_745_length_1557_cov_2.695073	1557	4.285	4.285	5.17831
NODE_746_length_1555_cov_3.557333	1555	5.90036	5.90036	8.3148
NODE_747_length_1551_cov_2.426471	1551	4.00286	4.00286	3.21428
NODE_748_length_1544_cov_1.907320	1544	3.26758	3.26758	1.3763
NODE_749_length_1543_cov_1.938844	1543	3.13568	3.13568	1.33432
NODE_750_length_1542_cov_2.388030	1542	4.15014	4.15014	3.06078
NODE_751_length_1539_cov_2.576146	1539	4.55868	4.55868	4.87213
NODE_752_length_1539_cov_1.824124	1539	3.11735	3.11735	1.76935
NODE_753_length_1533_cov_13.163735	1533	17.321	17.321	66.5338
NODE_754_length_1532_cov_3.729181	1532	6.50434	6.50434	6.21683
NODE_755_length_1531_cov_1.777778	1531	2.81535	2.81535	1.32602
NODE_756_length_1530_cov_2.856271	1530	4.86087	4.86087	5.54558
NODE_757_length_1528_cov_2.729124	1528	4.44993	4.44993	4.5149
NODE_758_length_1523_cov_9.477520	1523	15.1231	15.1231	9.14009
NODE_759_length_1523_cov_3.166894	1523	5.61326	5.61326	5.69071
